order_id,order_date,customer_id,product_id,city,region,category,sub_category,sales,quantity,discount,profit
10060,2025-05-16,C1486,P3488,Mumbai,West,Home Decor,Vase,17748.0,2,10,4403.6
10061,2025-04-30,C2499,P1333,Ahmedabad,West,Sports,Football,88325.0,5,0,17529.47
10062,2024-04-09,C677,P818,Chennai,South,Kitchen,Cookware Set,23376.7,2,15,5552.74
10063,2025-01-26,C1144,P1610,Pune,West,Kitchen,Juicer,50517.0,5,10,2567.28
10064,2023-12-27,C4010,P85,Pune,West,Toys,Action Figure,268348.4,4,5,50743.1
10065,2024-06-23,C3483,P284,Bangalore,South,Books,Biography,95604.6,3,15,19263.79
10066,2024-06-22,C3188,P1613,Chandigarh,North,Kitchen,Juicer,69994.0,2,0,11129.92
10067,2025-05-28,C3197,P2135,Surat,West,Kitchen,Mixer Grinder,128829.6,2,10,14012.66
10068,2024-02-23,C2512,P239,Goa,West,Books,Biography,184946.0,5,5,30144.65
10069,2023-11-24,C3216,P3485,Bhubaneswar,East,Home Decor,Vase,19506.0,1,0,2911.1
10070,2025-01-02,C3233,P3292,Ranchi,East,Sports,Tennis Racket,217021.5,5,10,52730.72
10071,2024-08-31,C4163,P3323,Bangalore,South,Sports,Tennis Racket,7686.45,3,5,387.48
10072,2025-06-18,C2549,P2550,Ranchi,East,Toys,RC Car,152569.6,4,20,13719.94
10073,2025-04-01,C1160,P981,Chandigarh,North,Home Decor,Cushion,33613.25,1,15,4294.42
10074,2024-03-14,C4615,P2498,Pune,West,Toys,Puzzle,258344.75,5,15,33333.56
10075,2024-12-09,C2835,P128,Amritsar,North,Toys,Action Figure,20828.0,1,20,2957.26
10076,2025-01-17,C166,P1626,Ahmedabad,West,Clothing,Kids Wear,188392.5,5,10,36655.65
10077,2025-03-04,C3890,P807,Lucknow,North,Kitchen,Cookware Set,275673.6,4,10,39540.52
10078,2024-04-10,C836,P518,Bangalore,South,Electronics,Camera,53998.4,2,20,6954.99
10079,2024-07-05,C3599,P2668,Pune,West,Kitchen,Refrigerator,156447.6,4,15,8166.96
10080,2025-02-17,C4628,P1857,Surat,West,Beauty,Lipstick,249403.5,5,10,15673.19
10081,2023-12-05,C1825,P441,Coimbatore,South,Furniture,Cabinet,25949.25,5,5,1306.37
10082,2024-12-13,C2068,P3776,Hyderabad,South,Sports,Yoga Mat,4714.0,1,0,547.63
10083,2025-06-20,C2711,P3302,Ranchi,East,Sports,Tennis Racket,112212.0,4,10,22964.29
10084,2024-07-20,C1873,P3513,Goa,West,Home Decor,Vase,7141.6,1,20,1373.47
10085,2024-11-01,C1459,P436,Bhubaneswar,East,Furniture,Cabinet,15443.2,1,5,1764.79
10086,2025-06-02,C3905,P385,Guwahati,East,Toys,Board Game,44480.0,2,0,8602.03
10087,2024-03-29,C3660,P2353,Goa,West,Groceries,Oil,186516.0,3,0,23035.44
10088,2023-11-15,C719,P3290,Lucknow,North,Sports,Tennis Racket,187425.5,5,5,44132.79
10089,2024-12-25,C1173,P760,Thiruvananthapuram,South,Books,Comics,130628.8,4,5,15353.38
10090,2025-02-26,C782,P1650,Mumbai,West,Clothing,Kids Wear,180485.6,4,15,19220.42
10091,2025-06-08,C3565,P1891,Guwahati,East,Beauty,Lipstick,181968.0,3,0,26322.7
10092,2025-01-29,C2489,P503,Chandigarh,North,Electronics,Camera,62529.4,1,15,13309.3
10093,2025-01-11,C3406,P3038,Patna,East,Furniture,Sofa,123785.0,5,5,24340.25
10094,2025-01-08,C1871,P2441,Hyderabad,South,Beauty,Perfume,276267.6,4,5,35015.76
10095,2024-01-12,C2181,P541,Patna,East,Electronics,Camera,65308.8,2,20,5824.16
10096,2024-05-31,C3528,P3129,Pune,West,Groceries,Spices,72549.0,3,0,17203.3
10097,2024-10-17,C4711,P2359,Patna,East,Groceries,Oil,66388.4,4,15,12866.73
10098,2023-11-26,C4560,P1269,Mumbai,West,Books,Fiction,270185.0,5,0,58810.96
10099,2024-02-12,C1272,P3813,Thiruvananthapuram,South,Sports,Yoga Mat,319065.0,5,0,36797.04
10100,2023-12-24,C627,P2183,Lucknow,North,Electronics,Mobile,201636.0,3,10,41541.42
10101,2025-06-16,C4353,P40,Coimbatore,South,Clothing,Accessories,47480.4,4,10,10986.33
10102,2024-11-04,C1717,P1122,Bhubaneswar,East,Sports,Dumbbells,4096.8,4,10,888.13
10103,2025-08-14,C634,P3048,Ranchi,East,Furniture,Sofa,304904.0,5,20,22939.07
10104,2025-02-10,C1425,P1064,Surat,West,Toys,Doll,79924.65,3,15,18762.37
10105,2023-11-17,C1211,P1744,Lucknow,North,Home Decor,Lamp,208549.2,4,15,40557.88
10106,2024-05-19,C1233,P3251,Mumbai,West,Furniture,Table,6898.4,1,20,677.28
10107,2024-10-27,C1249,P1074,Chennai,South,Sports,Dumbbells,117254.7,3,5,7179.82
10108,2024-06-08,C3161,P1624,Coimbatore,South,Clothing,Kids Wear,58896.0,5,10,11457.13
10109,2024-09-07,C3037,P211,Jaipur,North,Furniture,Bed,40468.5,1,10,3617.94
10110,2025-01-05,C49,P2562,Goa,West,Toys,RC Car,103759.2,4,10,25441.67
10111,2024-10-22,C3295,P485,Amritsar,North,Electronics,Camera,54538.2,2,10,10554.74
10112,2024-04-12,C296,P2070,Chandigarh,North,Kitchen,Microwave,71352.0,2,20,5019.37
10113,2023-10-04,C497,P3274,Coimbatore,South,Furniture,Table,77522.4,3,20,10882.22
10114,2023-11-30,C1742,P939,Bangalore,South,Home Decor,Cushion,234651.0,3,0,18949.32
10115,2024-11-23,C1341,P339,Chennai,South,Toys,Board Game,81404.5,5,15,8267.53
10116,2025-05-15,C490,P1570,Pune,West,Kitchen,Juicer,82528.0,4,20,4856.22
10117,2024-05-10,C3723,P1907,Kolkata,East,Beauty,Lipstick,210627.0,3,10,20117.45
10118,2025-01-30,C1729,P2000,Ranchi,East,Kitchen,Microwave,33261.4,4,5,4190.2
10119,2024-09-26,C505,P2061,Surat,West,Kitchen,Microwave,197908.0,5,20,38220.91
10120,2025-01-10,C2903,P3831,Coimbatore,South,Sports,Yoga Mat,46036.0,1,15,9505.54
10121,2025-05-16,C4629,P1332,Thiruvananthapuram,South,Sports,Football,111324.8,2,5,9680.25
10122,2025-04-25,C2741,P1784,Hyderabad,South,Electronics,Laptop,6284.0,1,0,888.46
10123,2025-06-23,C1482,P3108,Delhi,North,Groceries,Spices,253683.2,4,20,28531.58
10124,2024-12-02,C1968,P2885,Jaipur,North,Clothing,Shoes,52972.8,3,20,2832.75
10125,2024-11-22,C1109,P1547,Lucknow,North,Kitchen,Juicer,51998.75,1,15,10749.96
10126,2024-06-03,C3363,P1268,Patna,East,Books,Fiction,135236.7,3,15,16863.94
10127,2025-02-09,C2579,P2348,Lucknow,North,Groceries,Oil,54820.8,3,10,8867.14
10128,2024-11-12,C1389,P955,Ahmedabad,West,Home Decor,Cushion,58821.0,3,0,9062.46
10129,2025-07-31,C933,P3267,Jaipur,North,Furniture,Table,24144.3,1,10,4041.1
10130,2024-03-07,C2117,P3087,Bangalore,South,Groceries,Spices,132863.5,5,15,12796.17
10131,2024-07-03,C1740,P1489,Hyderabad,South,Electronics,Headphones,234707.0,4,5,30160.38
10132,2024-08-22,C3000,P3708,Patna,East,Clothing,Women's Wear,9478.4,4,20,583.27
10133,2024-08-01,C1002,P2503,Kolkata,East,Toys,Puzzle,45081.45,3,15,2373.83
10134,2024-01-23,C3927,P3028,Chandigarh,North,Furniture,Sofa,67413.5,1,15,6655.67
10135,2024-08-06,C3331,P481,Chennai,South,Electronics,Camera,126426.0,4,5,12467.79
10136,2024-03-24,C1778,P1004,Mumbai,West,Toys,Doll,102394.8,3,5,10207.76
10137,2025-03-26,C264,P326,Kolkata,East,Toys,Board Game,59316.1,1,5,4810.78
10138,2024-10-18,C1551,P157,Surat,West,Furniture,Bed,164648.0,4,0,22384.0
10139,2025-01-15,C3142,P2157,Guwahati,East,Electronics,Mobile,298588.8,4,5,66122.26
10140,2025-08-13,C2063,P2282,Patna,East,Books,Non-Fiction,109599.6,3,5,26199.38
10141,2024-09-29,C3507,P1687,Hyderabad,South,Clothing,Kids Wear,46366.2,1,10,11129.47
10142,2023-12-05,C4730,P2175,Delhi,North,Electronics,Mobile,77892.0,3,0,7594.54
10143,2024-04-20,C3901,P471,Patna,East,Furniture,Cabinet,181640.0,5,5,26909.05
10144,2024-04-02,C1068,P3291,Hyderabad,South,Sports,Tennis Racket,81556.0,2,0,19814.83
10145,2024-08-14,C1932,P1321,Bhubaneswar,East,Sports,Football,105198.25,5,5,7812.18
10146,2024-11-13,C4422,P3279,Chennai,South,Furniture,Table,41459.6,1,15,9356.05
10147,2024-01-01,C2777,P2926,Ahmedabad,West,Electronics,Smartwatch,127163.4,2,15,8863.77
10148,2024-01-14,C3869,P2128,Delhi,North,Kitchen,Mixer Grinder,61952.0,1,20,5189.49
10149,2024-06-14,C1023,P1604,Ranchi,East,Kitchen,Juicer,40736.95,1,5,3037.21
10150,2024-03-04,C2106,P2235,Surat,West,Books,Non-Fiction,40338.0,4,10,6759.61
10151,2025-08-24,C1371,P2511,Jaipur,North,Toys,Puzzle,255584.2,4,5,24050.17
10152,2025-08-25,C2497,P3133,Coimbatore,South,Groceries,Spices,59092.2,3,10,14240.48
10153,2025-07-11,C4273,P2045,Jaipur,North,Kitchen,Microwave,26532.0,3,0,3837.38
10154,2023-12-29,C4577,P835,Goa,West,Kitchen,Cookware Set,92579.4,3,5,14375.96
10155,2023-12-12,C3503,P651,Jaipur,North,Home Decor,Clock,49451.3,2,5,8546.38
10156,2024-12-22,C1793,P1435,Surat,West,Beauty,Foundation,166538.8,4,5,17272.57
10157,2024-04-07,C4467,P99,Patna,East,Toys,Action Figure,33337.85,1,15,2238.25
10158,2025-02-03,C1196,P2561,Lucknow,North,Toys,RC Car,54312.0,1,0,10936.17
10159,2025-06-21,C4140,P1623,Ranchi,East,Clothing,Kids Wear,15748.0,1,0,2754.67
10160,2024-07-31,C1559,P1497,Pune,West,Electronics,Headphones,122479.2,2,10,10609.67
10161,2025-09-26,C2713,P664,Pune,West,Home Decor,Clock,42325.0,5,0,8053.7
10162,2024-07-22,C523,P2992,Patna,East,Furniture,Sofa,51013.6,1,20,4109.49
10163,2024-09-14,C3913,P278,Patna,East,Books,Biography,215890.0,5,0,19440.44
10164,2024-06-21,C1630,P1593,Hyderabad,South,Kitchen,Juicer,190404.25,5,15,16507.93
10165,2025-08-21,C3968,P978,Amritsar,North,Home Decor,Cushion,270461.2,4,5,51178.34
10166,2025-09-18,C2586,P688,Surat,West,Books,Comics,108018.8,2,5,15879.48
10167,2025-04-01,C3235,P3239,Pune,West,Furniture,Table,20825.85,3,15,3866.48
10168,2024-04-07,C2218,P1141,Goa,West,Sports,Dumbbells,106979.4,2,10,24846.59
10169,2024-03-21,C4688,P3610,Bangalore,South,Groceries,Wheat,127023.0,3,0,22887.76
10170,2025-07-28,C1633,P3307,Lucknow,North,Sports,Tennis Racket,104535.0,5,10,22068.31
10171,2024-06-29,C3653,P1351,Guwahati,East,Sports,Football,119370.0,3,0,25753.35
10172,2024-10-29,C4384,P2124,Delhi,North,Kitchen,Mixer Grinder,40274.7,3,15,4036.0
10173,2025-01-16,C346,P1982,Hyderabad,South,Clothing,Men's Wear,10635.0,1,0,1958.69
10174,2025-04-16,C2735,P90,Patna,East,Toys,Action Figure,58458.6,1,10,6815.4
10175,2024-09-28,C3612,P180,Guwahati,East,Furniture,Bed,37815.2,1,20,3812.6
10176,2023-12-23,C3468,P1170,Jaipur,North,Beauty,Face Cream,90019.25,5,15,4561.6
10177,2024-06-17,C4695,P474,Jaipur,North,Electronics,Camera,80742.0,2,0,17592.37
10178,2024-11-13,C3810,P321,Ahmedabad,West,Toys,Board Game,85212.0,5,10,9790.15
10179,2024-10-21,C91,P394,Kolkata,East,Furniture,Cabinet,35492.8,1,20,8735.61
10180,2025-03-25,C1152,P251,Mumbai,West,Books,Biography,54330.0,1,0,8921.7
10181,2024-08-03,C1831,P2345,Chennai,South,Groceries,Oil,89446.4,4,20,11672.93
10182,2024-08-02,C1935,P11,Thiruvananthapuram,South,Clothing,Accessories,50035.0,5,0,11418.45
10183,2023-12-02,C13,P1722,Ranchi,East,Home Decor,Lamp,16344.0,2,0,3724.06
10184,2025-02-27,C126,P2192,Bhubaneswar,East,Electronics,Mobile,122152.5,5,10,24218.26
10185,2024-10-09,C1927,P2429,Bangalore,South,Beauty,Perfume,295896.0,4,0,36664.27
10186,2025-04-20,C3494,P868,Lucknow,North,Sports,Cricket Bat,139745.0,4,5,17301.9
10187,2024-08-03,C3766,P810,Hyderabad,South,Kitchen,Cookware Set,14562.2,2,15,2893.23
10188,2024-06-23,C1253,P2500,Coimbatore,South,Toys,Puzzle,20072.0,2,0,2542.42
10189,2023-12-04,C2336,P614,Chandigarh,North,Furniture,Chair,122288.4,4,10,16649.69
10190,2023-10-19,C2768,P2841,Ranchi,East,Clothing,Shoes,46475.2,2,20,7880.96
10191,2024-08-22,C3126,P3580,Patna,East,Home Decor,Wall Art,51401.2,4,15,2930.42
10192,2025-05-14,C4504,P1309,Bhubaneswar,East,Sports,Football,87415.2,4,10,6313.56
10193,2023-10-10,C2146,P2227,Thiruvananthapuram,South,Books,Non-Fiction,45990.4,1,20,10796.45
10194,2024-08-16,C2578,P2661,Surat,West,Kitchen,Refrigerator,64983.8,1,5,10469.59
10195,2025-01-02,C2320,P3062,Delhi,North,Furniture,Sofa,92333.8,4,15,8406.91
10196,2024-08-24,C2517,P3806,Ahmedabad,West,Sports,Yoga Mat,13561.0,1,0,1296.86
10197,2024-04-17,C1599,P3250,Mumbai,West,Furniture,Table,259477.2,4,10,34177.07
10198,2024-01-22,C4234,P5,Ahmedabad,West,Clothing,Accessories,114370.5,3,5,17660.94
10199,2024-06-20,C1006,P2996,Surat,West,Furniture,Sofa,87190.2,2,10,19167.89
10200,2024-10-30,C4653,P1187,Delhi,North,Beauty,Face Cream,203480.0,5,20,18437.07
10201,2024-07-11,C2886,P1976,Goa,West,Clothing,Men's Wear,62884.7,1,15,6713.01
10202,2024-05-03,C3527,P348,Bhubaneswar,East,Toys,Board Game,87123.2,4,20,7321.18
10203,2024-02-10,C714,P1060,Jaipur,North,Toys,Doll,75977.2,2,5,11786.61
10204,2025-09-06,C861,P1135,Surat,West,Sports,Dumbbells,234302.4,4,10,21939.1
10205,2025-05-16,C1417,P2726,Guwahati,East,Groceries,Rice,61922.9,2,5,11144.15
10206,2025-01-15,C4058,P1682,Mumbai,West,Clothing,Kids Wear,52744.5,3,10,5396.94
10207,2024-05-13,C906,P2272,Mumbai,West,Books,Non-Fiction,79434.0,4,10,9292.82
10208,2024-09-14,C905,P2803,Mumbai,West,Beauty,Shampoo,92262.1,2,5,6636.68
10209,2024-12-27,C1037,P896,Mumbai,West,Sports,Cricket Bat,142437.0,3,0,13234.4
10210,2023-12-24,C835,P1523,Ranchi,East,Electronics,Headphones,178082.25,3,5,27415.31
10211,2024-03-16,C2240,P3097,Mumbai,West,Groceries,Spices,89119.5,5,5,6850.32
10212,2024-05-06,C3189,P1501,Bangalore,South,Electronics,Headphones,342567.0,5,10,48726.33
10213,2025-03-20,C3496,P3709,Surat,West,Clothing,Women's Wear,108990.0,2,10,22383.22
10214,2024-01-11,C3750,P2381,Chennai,South,Groceries,Oil,122091.15,3,5,30284.02
10215,2024-03-03,C3261,P3059,Bangalore,South,Furniture,Sofa,85060.0,4,0,4989.48
10216,2025-07-17,C3070,P162,Bangalore,South,Furniture,Bed,129863.85,3,15,11599.47
10217,2025-03-08,C1594,P1241,Patna,East,Books,Fiction,99263.0,4,15,7993.99
10218,2024-12-01,C1369,P3350,Delhi,North,Sports,Tennis Racket,159880.0,5,20,13769.85
10219,2025-03-07,C3085,P1516,Jaipur,North,Electronics,Headphones,69008.4,4,10,15768.95
10220,2024-11-22,C1051,P2587,Coimbatore,South,Toys,RC Car,32323.8,3,15,4419.76
10221,2025-01-10,C3360,P2810,Pune,West,Beauty,Shampoo,56188.4,4,15,9406.6
10222,2024-03-03,C914,P606,Coimbatore,South,Furniture,Chair,14059.0,4,15,765.58
10223,2024-10-02,C2643,P1858,Ahmedabad,West,Beauty,Lipstick,43432.1,2,5,8765.28
10224,2025-09-04,C1539,P2279,Pune,West,Books,Non-Fiction,131653.1,2,15,24358.19
10225,2023-11-12,C1868,P2078,Pune,West,Kitchen,Mixer Grinder,212187.0,3,0,12130.56
10226,2024-05-14,C2409,P2127,Mumbai,West,Kitchen,Mixer Grinder,288705.0,5,0,70358.14
10227,2024-07-18,C3170,P2744,Chandigarh,North,Groceries,Rice,295357.5,5,10,58308.1
10228,2025-09-03,C4014,P3073,Jaipur,North,Groceries,Spices,47052.9,3,10,10506.97
10229,2024-05-04,C3426,P23,Coimbatore,South,Clothing,Accessories,187681.5,5,10,30495.34
10230,2024-08-07,C265,P817,Goa,West,Kitchen,Cookware Set,31020.0,3,20,2254.01
10231,2024-11-06,C2838,P881,Ranchi,East,Sports,Cricket Bat,91043.2,4,20,17254.47
10232,2024-02-16,C3870,P3544,Amritsar,North,Home Decor,Wall Art,37200.0,1,20,7575.46
10233,2024-11-28,C185,P666,Coimbatore,South,Home Decor,Clock,235353.6,4,20,32457.28
10234,2025-08-14,C2569,P657,Bhubaneswar,East,Home Decor,Clock,147336.45,3,5,21418.07
10235,2025-07-17,C3402,P3171,Guwahati,East,Groceries,Sugar,33952.4,1,15,7336.34
10236,2025-02-04,C1018,P2790,Surat,West,Beauty,Shampoo,59052.8,4,20,3756.64
10237,2024-12-14,C234,P1486,Hyderabad,South,Electronics,Headphones,60444.0,2,0,5067.9
10238,2024-02-01,C1257,P250,Bangalore,South,Books,Biography,29894.5,5,15,7348.88
10239,2025-07-15,C4455,P1479,Guwahati,East,Electronics,Headphones,229340.0,5,20,28515.03
10240,2024-10-26,C2631,P3682,Thiruvananthapuram,South,Clothing,Women's Wear,32734.8,4,10,4322.02
10241,2023-10-30,C4417,P1607,Bhubaneswar,East,Kitchen,Juicer,58760.5,2,15,13789.31
10242,2023-12-29,C2246,P3593,Coimbatore,South,Home Decor,Wall Art,260200.0,5,0,18189.62
10243,2025-02-13,C2984,P514,Kolkata,East,Electronics,Camera,85384.0,2,20,15861.81
10244,2024-09-19,C3916,P3357,Coimbatore,South,Sports,Tennis Racket,61992.0,4,0,5890.9
10245,2023-10-30,C3072,P2075,Goa,West,Kitchen,Mixer Grinder,2658.8,1,15,362.44
10246,2024-03-31,C4768,P1946,Bangalore,South,Clothing,Men's Wear,100572.0,5,15,22121.16
10247,2025-02-24,C4081,P3115,Thiruvananthapuram,South,Groceries,Spices,51148.8,2,10,5324.04
10248,2025-03-18,C2536,P440,Bhubaneswar,East,Furniture,Cabinet,50811.3,1,15,8498.57
10249,2024-06-13,C4700,P2966,Ranchi,East,Electronics,Smartwatch,105723.0,4,15,22061.05
10250,2023-10-18,C1311,P3229,Kolkata,East,Furniture,Table,85438.6,2,15,10418.46
10251,2024-09-24,C887,P667,Pune,West,Home Decor,Clock,114684.0,2,5,11743.67
10252,2024-03-02,C822,P1008,Lucknow,North,Toys,Doll,119981.2,2,5,23234.02
10253,2024-05-21,C2142,P1922,Hyderabad,South,Clothing,Men's Wear,289565.0,5,0,61458.27
10254,2025-01-16,C3731,P3752,Goa,West,Clothing,Women's Wear,104896.8,2,10,17061.36
10255,2023-11-07,C704,P957,Ranchi,East,Home Decor,Cushion,29124.0,5,10,7277.61
10256,2025-01-12,C2868,P1476,Amritsar,North,Electronics,Headphones,10023.45,3,5,1456.11
10257,2024-03-28,C1381,P3129,Pune,West,Groceries,Spices,17949.6,3,20,2704.4
10258,2024-10-21,C1451,P3478,Jaipur,North,Home Decor,Vase,324859.5,5,10,53183.45
10259,2024-12-15,C3485,P32,Chandigarh,North,Clothing,Accessories,56853.7,1,5,9759.16
10260,2024-06-03,C860,P3724,Bangalore,South,Clothing,Women's Wear,56836.6,1,5,8325.15
10261,2025-08-30,C4314,P3755,Coimbatore,South,Clothing,Women's Wear,55570.0,2,0,6793.55
10262,2024-10-25,C3537,P3819,Patna,East,Sports,Yoga Mat,67022.1,3,10,14626.79
10263,2023-11-22,C781,P83,Jaipur,North,Toys,Action Figure,136379.7,3,10,20913.92
10264,2024-02-05,C1163,P1615,Coimbatore,South,Kitchen,Juicer,124995.2,4,20,30886.7
10265,2024-03-07,C1104,P846,Kolkata,East,Kitchen,Cookware Set,135517.5,5,10,8531.85
10266,2024-10-26,C443,P1227,Guwahati,East,Books,Fiction,35115.2,1,20,4820.48
10267,2025-02-05,C2162,P2564,Bhubaneswar,East,Toys,RC Car,96330.0,3,5,11891.6
10268,2025-03-27,C4039,P2016,Chandigarh,North,Kitchen,Microwave,17479.8,2,10,2640.87
10269,2025-02-20,C4215,P1019,Chennai,South,Toys,Doll,229552.0,5,20,51151.3
10270,2024-06-09,C2936,P3771,Thiruvananthapuram,South,Sports,Yoga Mat,88540.8,4,20,16698.92
10271,2024-09-29,C1043,P1807,Ranchi,East,Electronics,Laptop,126600.0,2,0,16591.78
10272,2025-09-02,C229,P3567,Bhubaneswar,East,Home Decor,Wall Art,115909.2,4,10,27119.3
10273,2024-08-27,C4089,P2553,Bhubaneswar,East,Toys,RC Car,85812.6,4,15,9112.69
10274,2024-02-16,C2976,P450,Thiruvananthapuram,South,Furniture,Cabinet,160833.6,4,15,35806.38
10275,2025-04-16,C3414,P1382,Kolkata,East,Sports,Football,34401.6,2,10,6928.02
10276,2024-04-14,C553,P2190,Coimbatore,South,Electronics,Mobile,3560.0,5,20,448.45
10277,2024-04-10,C288,P1405,Lucknow,North,Beauty,Foundation,236819.8,4,5,40372.4
10278,2025-04-22,C4232,P3677,Surat,West,Clothing,Women's Wear,149838.75,5,5,36850.09
10279,2024-09-27,C82,P1864,Thiruvananthapuram,South,Beauty,Lipstick,73170.9,1,5,10033.02
